,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,C15,C16,C17,C18,C19,C20,C21,C22,C23,C24,C25,C26
347,"[0.0, 314.0, 3.6424700895970812, 8.9828490892397177, 44082, 0.0, 1.0, 4.0, 15.0]","[-2, 11837, 115.55657556575565, 417.73831208387509, 0, 0.0, 3, 35.0, 600.0]","[0.0, 29989.0, 24.008954802622295, 290.52564487775265, 22052, 2.0, 6.0, 17.0, 68.0]","[0.0, 160.0, 6.8029103774193969, 8.1361037024408844, 22552, 2.0, 4.0, 9.0, 24.0]","[0.0, 2204493.0, 17741.504511693573, 66912.989761779725, 2253, 279.0, 2604.0, 9907.0, 61616.75]","[0.0, 43986.0, 109.79822112822595, 335.37010799437348, 21185, 8.0, 31.0, 97.0, 448.0]","[0.0, 5225.0, 15.913275405805255, 60.168592914372915, 4017, 1.0, 3.0, 11.0, 62.0]","[0.0, 610.0, 12.734986892922178, 13.807837520251693, 53, 2.0, 8.0, 19.0, 42.0]","[0.0, 7941.0, 103.78574107645183, 212.68028322852371, 4017, 10.0, 38.0, 109.0, 418.0]","[0.0, 7.0, 0.71298531752418759, 0.72104057890967277, 44082, 0.0, 1.0, 1.0, 2.0]","[0.0, 136.0, 2.7146548311141672, 5.0224726707376091, 4017, 1.0, 1.0, 3.0, 10.0]","[0.0, 373.0, 1.1882730187814934, 6.4606466981931669, 75986, 0.0, 0.0, 1.0, 5.0]","[0.0, 319.0, 7.6252017508747914, 10.271336094174899, 22552, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50009, 99999, 539]","['38a947a1', 0.10671, 99999, 509]","['d032c263', 0.0269, 96397, 42079]","['c18be181', 0.0353, 96397, 23669]","['25c83c98', 0.67237, 99999, 141]","['7e0ccccf', 0.37421, 90842, 11]","['1c86e0eb', 0.02062, 99999, 7833]","['0b153874', 0.59268, 99999, 264]","['a73ee510', 0.90519, 99999, 3]","['3b08e48b', 0.22923, 99999, 11695]","['755e4a50', 0.03192, 99999, 3909]","['dfbb09fb', 0.0269, 96397, 38509]","['5978055e', 0.03192, 99999, 2857]","['07d13a8f', 0.34663, 99999, 26]","['d345b1a0', 0.01156, 99999, 5140]","['84898b2a', 0.0269, 96397, 32516]","['e5ba7672', 0.46165, 99999, 9]","['e88ffc9d', 0.03837, 99999, 2517]","['21ddcdc9', 0.33647, 54393, 1232]","['5840adea', 0.18399, 54393, 3]","['0014c32a', 0.0269, 96397, 35883]","['ad3062eb', 0.18046, 27233, 10]","['32c7478e', 0.3986, 99999, 14]","['3fdb382b', 0.05345, 96397, 11492]","['001f3601', 0.12223, 54393, 51]","['49d68486', 0.0428, 54393, 8789]"
348,"[0.0, 398.0, 3.7286068400632275, 9.2094714898691272, 44327, 0.0, 1.0, 4.0, 16.0]","[-2, 14071, 112.62062620626206, 412.97973549824752, 0, 0.0, 2, 35.0, 580.0]","[0.0, 30886.0, 27.045500544418115, 407.47047878206445, 21934, 2.0, 6.0, 17.0, 70.0]","[0.0, 260.0, 6.8380879748717085, 8.2962861525561884, 22636, 2.0, 4.0, 9.0, 24.0]","[0.0, 1846981.0, 18051.179494278331, 67332.285404467868, 2475, 280.0, 2629.0, 9934.0, 62020.799999999756]","[0.0, 21561.0, 109.78172679491759, 308.78610762443276, 21611, 7.0, 30.0, 95.0, 454.0]","[0.0, 3418.0, 15.804222488661836, 56.171337825711625, 4084, 1.0, 3.0, 11.0, 64.0]","[0.0, 1999.0, 12.716072357625965, 16.231900953251959, 51, 2.0, 7.0, 19.0, 42.0]","[0.0, 8425.0, 104.00757962779545, 217.4979819708941, 4084, 10.0, 38.0, 108.0, 417.0]","[0.0, 7.0, 0.72379293001868084, 0.73603667941331474, 44327, 0.0, 1.0, 1.0, 2.0]","[0.0, 112.0, 2.688015430328937, 4.9769849749969097, 4084, 1.0, 1.0, 3.0, 10.0]","[0.0, 195.0, 1.1302105000416007, 5.5303812098519236, 75961, 0.0, 0.0, 1.0, 4.0]","[0.0, 2233.0, 7.7056215503535279, 13.937168495255962, 22636, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50293, 99999, 543]","['38a947a1', 0.10586, 99999, 503]","['d032c263', 0.02736, 96608, 42709]","['c18be181', 0.03612, 96608, 24098]","['25c83c98', 0.67154, 99999, 145]","['7e0ccccf', 0.3776, 90475, 13]","['1c86e0eb', 0.01945, 99999, 7909]","['0b153874', 0.59488, 99999, 249]","['a73ee510', 0.90168, 99999, 3]","['3b08e48b', 0.23282, 99999, 11707]","['755e4a50', 0.03044, 99999, 3899]","['dfbb09fb', 0.02736, 96608, 39153]","['5978055e', 0.03044, 99999, 2840]","['07d13a8f', 0.34306, 99999, 26]","['d345b1a0', 0.01267, 99999, 5086]","['84898b2a', 0.02736, 96608, 33053]","['e5ba7672', 0.45828, 99999, 10]","['e88ffc9d', 0.0396, 99999, 2520]","['21ddcdc9', 0.3415, 55560, 1266]","['a458ea53', 0.18785, 55560, 3]","['0014c32a', 0.02736, 96608, 36487]","['ad3062eb', 0.1746, 26724, 9]","['32c7478e', 0.39966, 99999, 14]","['3fdb382b', 0.05516, 96608, 11812]","['001f3601', 0.12579, 55560, 56]","['49d68486', 0.04427, 55560, 9129]"
349,"[0.0, 252.0, 3.4871426261028948, 8.7631801769713142, 44350, 0.0, 1.0, 3.0, 15.0]","[-2, 11794, 111.58836588365884, 408.10347587099653, 0, 0.0, 3, 35.0, 566.0]","[0.0, 44221.0, 21.7440738840431, 237.5391506876671, 22039, 2.0, 6.0, 16.0, 70.0]","[0.0, 139.0, 6.733450399617813, 8.0174743868289138, 22550, 2.0, 4.0, 9.0, 23.0]","[0.0, 1917623.0, 18396.597648602383, 70645.73103008492, 2440, 279.0, 2664.0, 9977.0, 63071.79999999993]","[0.0, 24457.0, 110.84149705033583, 309.08162529293941, 21685, 8.0, 31.0, 98.0, 454.0]","[0.0, 3379.0, 15.777195801423176, 58.038752789477471, 4157, 1.0, 3.0, 11.0, 62.0]","[0.0, 880.0, 12.7646994087221, 14.306392719088942, 46, 2.0, 7.0, 20.0, 42.0]","[0.0, 11518.0, 103.10783372634127, 210.08565991226405, 4157, 10.0, 38.0, 109.0, 414.94999999999709]","[0.0, 6.0, 0.5933979047242538, 0.6714524906554219, 44350, 0.0, 1.0, 1.0, 2.0]","[0.0, 118.0, 2.709375847749421, 5.0509253881717022, 4157, 1.0, 1.0, 3.0, 10.0]","[0.0, 344.0, 1.1648936170212767, 6.9246564220849383, 75935, 0.0, 0.0, 1.0, 4.0]","[0.0, 1879.0, 7.5967669046727524, 12.395750088918644, 22550, 2.0, 4.0, 9.0, 27.0]","['05db9164', 0.49818, 99999, 527]","['38a947a1', 0.10786, 99999, 513]","['d032c263', 0.02605, 96433, 42891]","['c18be181', 0.03472, 96433, 24178]","['25c83c98', 0.67079, 99999, 134]","['7e0ccccf', 0.37652, 90528, 10]","['1c86e0eb', 0.01994, 99999, 7839]","['0b153874', 0.59389, 99999, 252]","['a73ee510', 0.90339, 99999, 3]","['3b08e48b', 0.22843, 99999, 11682]","['755e4a50', 0.03104, 99999, 3850]","['dfbb09fb', 0.02605, 96433, 38921]","['5978055e', 0.03104, 99999, 2843]","['07d13a8f', 0.34282, 99999, 25]","['2d0bb053', 0.0143, 99999, 5078]","['84898b2a', 0.02605, 96433, 32917]","['e5ba7672', 0.4605, 99999, 10]","['e88ffc9d', 0.03666, 99999, 2482]","['21ddcdc9', 0.34102, 54726, 1233]","['b1252a9d', 0.18378, 54726, 3]","['0014c32a', 0.02605, 96433, 36340]","['ad3062eb', 0.17029, 26599, 10]","['32c7478e', 0.40869, 99999, 14]","['3fdb382b', 0.05299, 96433, 11572]","['001f3601', 0.13276, 54726, 53]","['49d68486', 0.04293, 54726, 8925]"
350,"[0.0, 385.0, 3.4964227144118656, 8.8250361661906762, 44510, 0.0, 1.0, 3.0, 15.0]","[-3, 10041, 110.03277032770328, 395.93142028627602, 0, 0.0, 3, 35.0, 565.0]","[0.0, 49501.0, 24.869041504006574, 351.68783209880814, 22127, 2.0, 6.0, 16.0, 68.0]","[0.0, 237.0, 6.7967776945140699, 8.0315624429962114, 22601, 2.0, 4.0, 9.0, 23.0]","[0.0, 2027532.0, 17961.143906743833, 68109.47970101409, 2547, 262.0, 2645.0, 9924.0, 62668.099999999831]","[0.0, 29597.0, 111.57893657386043, 331.6655935979839, 21987, 8.0, 31.0, 98.0, 458.0]","[0.0, 5965.0, 15.748461514350492, 61.367421948080363, 4288, 1.0, 3.0, 11.0, 62.0]","[0.0, 489.0, 12.662024670608362, 13.696281633053669, 42, 2.0, 7.0, 19.0, 42.0]","[0.0, 10010.0, 103.89119327976931, 217.44162435696785, 4288, 10.0, 38.0, 109.0, 417.0]","[0.0, 6.0, 0.55481266557335684, 0.64618838062637385, 44510, 0.0, 0.0, 1.0, 2.0]","[0.0, 163.0, 2.6834115200969584, 5.0848839562682668, 4288, 1.0, 1.0, 3.0, 10.0]","[0.0, 347.0, 1.0898006741292496, 5.5717101336828341, 75968, 0.0, 0.0, 1.0, 4.0]","[0.0, 1478.0, 7.7278353445825472, 12.803939797699352, 22601, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50143, 99999, 535]","['38a947a1', 0.10968, 99999, 499]","['d032c263', 0.0267, 96423, 42837]","['c18be181', 0.03645, 96423, 23878]","['25c83c98', 0.67229, 99999, 137]","['7e0ccccf', 0.37942, 90483, 10]","['1c86e0eb', 0.01949, 99999, 7866]","['0b153874', 0.59267, 99999, 245]","['a73ee510', 0.90336, 99999, 3]","['3b08e48b', 0.2298, 99999, 11673]","['755e4a50', 0.03007, 99999, 3912]","['dfbb09fb', 0.0267, 96423, 38841]","['5978055e', 0.03007, 99999, 2842]","['07d13a8f', 0.34313, 99999, 26]","['2d0bb053', 0.01414, 99999, 5085]","['84898b2a', 0.02671, 96423, 32820]","['e5ba7672', 0.45664, 99999, 10]","['e88ffc9d', 0.03582, 99999, 2485]","['21ddcdc9', 0.34426, 54623, 1211]","['b1252a9d', 0.18576, 54623, 3]","['0014c32a', 0.0267, 96423, 36202]","['ad3062eb', 0.16966, 26370, 10]","['32c7478e', 0.41058, 99999, 14]","['3fdb382b', 0.05174, 96423, 11500]","['001f3601', 0.13977, 54623, 50]","['49d68486', 0.04159, 54623, 8828]"
351,"[0.0, 403.0, 3.5619876585657155, 9.126073292498674, 44738, 0.0, 1.0, 3.0, 15.0]","[-2, 11699, 108.82364823648237, 397.84243542190791, 0, 0.0, 3, 35.0, 547.0]","[0.0, 31006.0, 25.394499653339498, 408.65809306052415, 22113, 2.0, 6.0, 16.0, 69.0]","[0.0, 123.0, 6.7465070375291889, 7.9235742345733637, 22486, 2.0, 4.0, 9.0, 23.0]","[0.0, 1766600.0, 18563.029142159128, 68776.146106410059, 2580, 264.0, 2656.0, 10022.0, 67482.499999999956]","[0.0, 48253.0, 114.21378512184144, 404.09290688970202, 22234, 8.0, 31.0, 98.0, 461.0]","[0.0, 5793.0, 15.698384989285527, 59.901293341426189, 4334, 1.0, 3.0, 11.0, 62.0]","[0.0, 791.0, 12.683929840008805, 13.910409638289496, 56, 2.0, 7.0, 19.0, 42.0]","[0.0, 20189.0, 103.5416714576909, 228.06139758309953, 4334, 10.0, 38.0, 108.0, 417.0]","[0.0, 7.0, 0.56347152603101647, 0.65132487853774745, 44738, 0.0, 0.0, 1.0, 2.0]","[0.0, 112.0, 2.6752208226624159, 5.0675351107000948, 4334, 1.0, 1.0, 3.0, 10.0]","[0.0, 210.0, 0.99198515143845445, 4.5403739794638804, 76293, 0.0, 0.0, 1.0, 4.0]","[0.0, 730.0, 7.6222182085585644, 10.906342065134998, 22486, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.5037, 99999, 523]","['38a947a1', 0.10815, 99999, 512]","['d032c263', 0.02673, 96459, 42846]","['c18be181', 0.0358, 96459, 23838]","['25c83c98', 0.67105, 99999, 144]","['7e0ccccf', 0.37919, 90317, 12]","['1c86e0eb', 0.0197, 99999, 7821]","['0b153874', 0.59324, 99999, 244]","['a73ee510', 0.89923, 99999, 3]","['3b08e48b', 0.22824, 99999, 11573]","['755e4a50', 0.03102, 99999, 3865]","['dfbb09fb', 0.02673, 96459, 38908]","['5978055e', 0.03102, 99999, 2830]","['07d13a8f', 0.34572, 99999, 26]","['2d0bb053', 0.01429, 99999, 5107]","['84898b2a', 0.02673, 96459, 32792]","['e5ba7672', 0.45964, 99999, 10]","['e88ffc9d', 0.03856, 99999, 2491]","['21ddcdc9', 0.34541, 55150, 1241]","['b1252a9d', 0.18695, 55150, 3]","['0014c32a', 0.02673, 96459, 36288]","['ad3062eb', 0.16812, 26516, 11]","['32c7478e', 0.40762, 99999, 14]","['3fdb382b', 0.05255, 96459, 11460]","['001f3601', 0.14556, 55150, 51]","['49d68486', 0.04157, 55150, 8896]"
352,"[0.0, 328.0, 3.53948081019605, 8.9486891813159151, 44605, 0.0, 1.0, 3.0, 15.0]","[-2, 11180, 107.15749157491575, 394.56265393522671, 0, 0.0, 3, 34.0, 535.0]","[0.0, 31038.0, 29.680798515580012, 507.99636728104491, 21854, 2.0, 6.0, 17.0, 69.0]","[0.0, 179.0, 6.8549834122916851, 8.0712055236171238, 22532, 2.0, 4.0, 9.0, 23.0]","[0.0, 2098980.0, 18202.780163662093, 67803.285116942337, 2481, 260.0, 2690.0, 9995.0, 64726.599999999977]","[0.0, 39949.0, 112.71303408082133, 358.00506726014822, 22272, 8.0, 31.0, 99.0, 459.0]","[0.0, 3940.0, 15.53529713168324, 60.035463098856972, 4368, 1.0, 3.0, 11.0, 62.0]","[0.0, 708.0, 12.697322875607755, 13.668975697599379, 41, 2.0, 8.0, 19.0, 42.0]","[0.0, 9166.0, 103.15297340820445, 211.62658103312558, 4368, 10.0, 38.0, 108.0, 413.0]","[0.0, 8.0, 0.57222803913781273, 0.66085182819872723, 44605, 0.0, 0.0, 1.0, 2.0]","[0.0, 126.0, 2.6693017954429004, 4.9813903070532888, 4368, 1.0, 1.0, 3.0, 10.0]","[0.0, 198.0, 1.0827667750517291, 5.170961413434366, 76318, 0.0, 0.0, 1.0, 4.0]","[0.0, 252.0, 7.7378625737410767, 10.536423048826348, 22532, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.50117, 99999, 519]","['38a947a1', 0.10726, 99999, 511]","['d032c263', 0.02653, 96661, 43192]","['c18be181', 0.03577, 96661, 23918]","['25c83c98', 0.66996, 99999, 141]","['7e0ccccf', 0.3778, 90440, 14]","['1c86e0eb', 0.02011, 99999, 7850]","['0b153874', 0.59383, 99999, 244]","['a73ee510', 0.90044, 99999, 3]","['3b08e48b', 0.22869, 99999, 11751]","['755e4a50', 0.03128, 99999, 3853]","['dfbb09fb', 0.02653, 96661, 39145]","['5978055e', 0.03128, 99999, 2832]","['07d13a8f', 0.34915, 99999, 26]","['2d0bb053', 0.01546, 99999, 5030]","['84898b2a', 0.02653, 96661, 32964]","['e5ba7672', 0.45494, 99999, 10]","['e88ffc9d', 0.03578, 99999, 2476]","['21ddcdc9', 0.34915, 55236, 1214]","['b1252a9d', 0.18877, 55236, 3]","['0014c32a', 0.02653, 96661, 36501]","['ad3062eb', 0.16692, 26161, 8]","['32c7478e', 0.4116, 99999, 14]","['3fdb382b', 0.05114, 96661, 11334]","['001f3601', 0.14861, 55236, 51]","['49d68486', 0.04035, 55236, 8741]"
353,"[0.0, 386.0, 3.6404301773759902, 9.2472189722095894, 44580, 0.0, 1.0, 4.0, 16.0]","[-2, 12130, 109.71309713097131, 395.87458903214753, 0, 0.0, 3, 36.0, 557.0]","[0.0, 65535.0, 33.431022314611646, 635.90008276204424, 22068, 2.0, 6.0, 17.0, 73.0]","[0.0, 130.0, 6.8276682089590821, 8.0588032853023073, 22625, 2.0, 4.0, 9.0, 23.0]","[0.0, 2141195.0, 18144.777180381694, 68033.611881915596, 2539, 251.0, 2656.0, 10015.0, 63362.100000000006]","[0.0, 11899.0, 110.0633592886696, 290.17636323553643, 22173, 8.0, 31.0, 98.0, 455.0]","[0.0, 4878.0, 16.393032692589262, 66.198199849282958, 4381, 1.0, 3.0, 11.0, 63.0]","[0.0, 419.0, 12.686518776453637, 13.651987879674394, 60, 2.0, 7.0, 19.0, 42.0]","[0.0, 13533.0, 103.98418707774687, 219.33113641596151, 4381, 10.0, 38.0, 109.0, 415.14999999999418]","[0.0, 6.0, 0.58586405384434936, 0.66647640815213061, 44580, 0.0, 1.0, 1.0, 2.0]","[0.0, 167.0, 2.7304691585266374, 5.2235304048939462, 4381, 1.0, 1.0, 3.0, 10.0]","[0.0, 128.0, 1.0533100465735197, 4.7555788580245979, 75951, 0.0, 0.0, 1.0, 4.0]","[0.0, 1180.0, 7.6521182826272387, 11.420751984705674, 22625, 2.0, 4.0, 10.0, 27.0]","['05db9164', 0.49963, 99999, 516]","['38a947a1', 0.1126, 99999, 511]","['d032c263', 0.02533, 96510, 43180]","['c18be181', 0.03467, 96510, 24082]","['25c83c98', 0.67224, 99999, 144]","['7e0ccccf', 0.37813, 90345, 11]","['1c86e0eb', 0.02076, 99999, 7792]","['0b153874', 0.59458, 99999, 246]","['a73ee510', 0.90042, 99999, 3]","['3b08e48b', 0.22981, 99999, 11686]","['755e4a50', 0.03223, 99999, 3844]","['dfbb09fb', 0.02533, 96510, 39099]","['5978055e', 0.03223, 99999, 2820]","['07d13a8f', 0.3469, 99999, 26]","['2d0bb053', 0.01698, 99999, 5097]","['84898b2a', 0.02533, 96510, 33144]","['e5ba7672', 0.45635, 99999, 9]","['e88ffc9d', 0.0349, 99999, 2528]","['21ddcdc9', 0.34626, 55067, 1263]","['b1252a9d', 0.18789, 55067, 3]","['0014c32a', 0.02533, 96510, 36501]","['ad3062eb', 0.16576, 25983, 10]","['32c7478e', 0.40865, 99999, 14]","['3fdb382b', 0.05143, 96510, 11419]","['001f3601', 0.14461, 55067, 50]","['49d68486', 0.0415, 55067, 8784]"
354,"[0.0, 496.0, 3.6907554546601085, 9.4053034752891307, 44496, 0.0, 1.0, 4.0, 16.0]","[-2, 13585, 110.1379313793138, 403.0564132904608, 0, 0.0, 3, 35.0, 563.0]","[0.0, 30046.0, 23.275663559019819, 244.28331798380171, 21483, 2.0, 6.0, 17.0, 72.0]","[0.0, 121.0, 6.9899616671581137, 8.2202884876581699, 21998, 2.0, 4.0, 9.0, 24.0]","[0.0, 2196156.0, 18076.18117511781, 68349.066654929571, 2596, 237.0, 2629.0, 9943.5, 62212.499999999971]","[0.0, 14695.0, 108.65155296195339, 279.68158104089605, 21858, 8.0, 31.0, 97.0, 457.0]","[0.0, 8484.0, 16.665810868635003, 72.277199518788123, 4182, 1.0, 3.0, 12.0, 65.0]","[0.0, 511.0, 12.746948413174851, 13.91280590901199, 51, 2.0, 7.0, 19.0, 42.0]","[0.0, 7201.0, 103.86696515232161, 207.39576804917934, 4182, 10.0, 39.0, 109.0, 415.0]","[0.0, 7.0, 0.59791362629047073, 0.66939184752440251, 44496, 0.0, 1.0, 1.0, 2.0]","[0.0, 130.0, 2.7399835102330483, 5.1323551956630622, 4182, 1.0, 1.0, 3.0, 10.0]","[0.0, 242.0, 1.1841147771438023, 6.2653116536795874, 75813, 0.0, 0.0, 1.0, 4.0]","[0.0, 375.0, 7.7996179536159795, 10.629811748227558, 21998, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.4987, 99999, 537]","['38a947a1', 0.11263, 99999, 503]","['d032c263', 0.02698, 96611, 43424]","['c18be181', 0.03614, 96611, 24217]","['25c83c98', 0.67203, 99999, 140]","['7e0ccccf', 0.38373, 90440, 10]","['1c86e0eb', 0.0219, 99999, 7829]","['0b153874', 0.59333, 99999, 253]","['a73ee510', 0.90141, 99999, 3]","['3b08e48b', 0.23106, 99999, 11604]","['755e4a50', 0.03415, 99999, 3869]","['dfbb09fb', 0.02698, 96611, 39547]","['5978055e', 0.03415, 99999, 2848]","['07d13a8f', 0.34382, 99999, 26]","['2d0bb053', 0.0153, 99999, 5068]","['84898b2a', 0.02698, 96611, 33549]","['e5ba7672', 0.45932, 99999, 10]","['e88ffc9d', 0.03599, 99999, 2500]","['21ddcdc9', 0.34672, 55635, 1230]","['b1252a9d', 0.18911, 55635, 3]","['0014c32a', 0.02698, 96611, 36932]","['ad3062eb', 0.16704, 25999, 8]","['32c7478e', 0.40615, 99999, 14]","['3fdb382b', 0.05107, 96611, 11382]","['001f3601', 0.13994, 55635, 50]","['49d68486', 0.04106, 55635, 8818]"
355,"[0.0, 375.0, 3.6633750471300068, 9.1476835215230299, 44302, 0.0, 1.0, 4.0, 15.0]","[-2, 10280, 113.19381193811938, 405.77426409566232, 0, 0.0, 3, 36.0, 588.0]","[0.0, 21162.0, 23.802476061761293, 241.95219737818238, 21568, 2.0, 6.0, 17.0, 73.0]","[0.0, 267.0, 6.982800667436786, 8.2628671806636405, 22089, 2.0, 4.0, 9.0, 24.0]","[0.0, 2138650.0, 17760.642640426406, 68196.676476212262, 2439, 233.0, 2626.0, 9933.0, 60790.250000000073]","[0.0, 15366.0, 109.57908666386736, 311.03158096753748, 21408, 8.0, 30.0, 97.0, 445.0]","[0.0, 5656.0, 16.363775829680652, 64.790139410005892, 4179, 1.0, 3.0, 12.0, 65.0]","[0.0, 726.0, 12.694706512060668, 14.092791808119847, 46, 2.0, 7.0, 19.0, 42.0]","[0.0, 10225.0, 103.08448131914005, 218.43533253880466, 4179, 10.0, 38.0, 108.0, 407.0]","[0.0, 6.0, 0.61213350808840694, 0.67717008585742622, 44302, 0.0, 1.0, 1.0, 2.0]","[0.0, 115.0, 2.7537361719891464, 5.080834500837164, 4179, 1.0, 1.0, 3.0, 11.0]","[0.0, 189.0, 1.1985434873075322, 6.1109695579031786, 75969, 0.0, 0.0, 1.0, 5.0]","[0.0, 1694.0, 7.8687074829931971, 12.585900155848108, 22089, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.50086, 99999, 522]","['38a947a1', 0.11591, 99999, 511]","['d032c263', 0.0254, 96489, 43837]","['c18be181', 0.03439, 96489, 24653]","['25c83c98', 0.66914, 99999, 135]","['7e0ccccf', 0.38263, 90311, 11]","['1c86e0eb', 0.02256, 99999, 7851]","['0b153874', 0.5933, 99999, 263]","['a73ee510', 0.90325, 99999, 3]","['3b08e48b', 0.2303, 99999, 11666]","['755e4a50', 0.03469, 99999, 3898]","['dfbb09fb', 0.0254, 96489, 40038]","['5978055e', 0.03469, 99999, 2852]","['07d13a8f', 0.34709, 99999, 26]","['2d0bb053', 0.01487, 99999, 5060]","['84898b2a', 0.0254, 96489, 33989]","['e5ba7672', 0.46015, 99999, 10]","['e88ffc9d', 0.03502, 99999, 2531]","['21ddcdc9', 0.33987, 55189, 1265]","['b1252a9d', 0.18602, 55189, 3]","['0014c32a', 0.0254, 96489, 37362]","['ad3062eb', 0.16414, 26002, 12]","['32c7478e', 0.40947, 99999, 14]","['3fdb382b', 0.05135, 96489, 11647]","['001f3601', 0.13159, 55189, 51]","['49d68486', 0.04081, 55189, 8956]"
356,"[0.0, 430.0, 3.7146143339803035, 9.1880024620456613, 44355, 0.0, 1.0, 4.0, 16.0]","[-2, 12250, 116.21025210252103, 416.75016532510386, 0, 0.0, 3, 37.0, 598.0]","[0.0, 65535.0, 25.870106194464629, 445.01755624187257, 21558, 2.0, 6.0, 18.0, 74.0]","[0.0, 263.0, 7.0040929444822231, 8.3183653757485079, 22060, 2.0, 4.0, 9.0, 24.0]","[0.0, 2138001.0, 17780.341976511616, 66072.459778467717, 2504, 228.0, 2623.0, 9995.0, 63116.200000000012]","[0.0, 29610.0, 111.15434835379642, 332.83894093388051, 21728, 7.0, 30.0, 96.0, 457.0]","[0.0, 6504.0, 16.740490534910673, 68.904343151312005, 4226, 1.0, 3.0, 12.0, 66.0]","[0.0, 806.0, 12.694675657289208, 13.744902441205296, 43, 2.0, 7.0, 19.0, 42.0]","[0.0, 5924.0, 103.75624654130078, 208.90982880264261, 4226, 10.0, 38.0, 109.0, 418.0]","[0.0, 7.0, 0.61780245848609017, 0.6811022748729566, 44355, 0.0, 1.0, 1.0, 2.0]","[0.0, 127.0, 2.7900452110720142, 5.2143586247515765, 4226, 1.0, 1.0, 3.0, 11.0]","[0.0, 434.0, 1.2708065785658065, 7.3792282289509918, 75860, 0.0, 0.0, 1.0, 5.0]","[0.0, 1991.0, 7.9390677324574348, 13.33954027934988, 22060, 2.0, 4.0, 10.0, 28.0]","['05db9164', 0.49891, 99999, 524]","['38a947a1', 0.11969, 99999, 515]","['d032c263', 0.0262, 96428, 44015]","['c18be181', 0.0364, 96428, 24717]","['25c83c98', 0.67193, 99999, 138]","['7e0ccccf', 0.38781, 90371, 11]","['1c86e0eb', 0.02418, 99999, 7817]","['0b153874', 0.59601, 99999, 245]","['a73ee510', 0.9015, 99999, 3]","['3b08e48b', 0.22941, 99999, 11616]","['755e4a50', 0.03719, 99999, 3887]","['dfbb09fb', 0.0262, 96428, 40405]","['5978055e', 0.03719, 99999, 2841]","['07d13a8f', 0.34977, 99999, 26]","['2d0bb053', 0.01386, 99999, 5184]","['84898b2a', 0.0262, 96428, 34222]","['e5ba7672', 0.46163, 99999, 10]","['e88ffc9d', 0.0358, 99999, 2578]","['21ddcdc9', 0.3348, 54945, 1245]","['5840adea', 0.18818, 54945, 3]","['0014c32a', 0.0262, 96428, 37735]","['ad3062eb', 0.16286, 25965, 9]","['32c7478e', 0.40945, 99999, 14]","['3fdb382b', 0.05231, 96428, 11676]","['001f3601', 0.12528, 54945, 49]","['49d68486', 0.0417, 54945, 8861]"
